json_data,list-card-link href,list-card-addr,list-card-type,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-variable-text,list-card-link src,list-card-save-content,list-card-truncate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15308 77th Ave Fl 2nd, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15308 77th Ave FL 2ND"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723176,""longitude"":-73.812082},""url"":""/homedetails/15308-77th-Ave-FL-2ND-Flushing-NY-11367/2084090868_zpid/""}",https://www.zillow.com/homedetails/15308-77th-Ave-FL-2ND-Flushing-NY-11367/2084090868_zpid/,"15308 77th Ave FL 2ND, Flushing, NY 11367",Apartment for rent,"$2,300/mo",3,bds,1,ba,--,sqft,108 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""47th Ave, Flushing, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""47th Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74479,""longitude"":-73.85909},""url"":""/homedetails/47th-Ave-Flushing-NY-11368/2084093439_zpid/""}",https://www.zillow.com/homedetails/47th-Ave-Flushing-NY-11368/2084093439_zpid/,"47th Ave, Flushing, NY 11368",Apartment for rent,"$2,600/mo",3,bds,--,ba,"1,200",sqft,108 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,CORE Realty Success
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""77th Ave, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""77th Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72104,""longitude"":-73.82007},""url"":""/homedetails/77th-Ave-Flushing-NY-11367/2084125905_zpid/""}",https://www.zillow.com/homedetails/77th-Ave-Flushing-NY-11367/2084125905_zpid/,"77th Ave, Flushing, NY 11367",Apartment for rent,"$1,800/mo",1,bd,1,ba,--,sqft,110 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Mdrn.
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""174th St, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""174th St"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73878,""longitude"":-73.7955},""url"":""/homedetails/174th-St-Fresh-Meadows-NY-11365/2084150896_zpid/""}",https://www.zillow.com/homedetails/174th-St-Fresh-Meadows-NY-11365/2084150896_zpid/,"174th St, Fresh Meadows, NY 11365",Apartment for rent,"$2,600/mo",4,bds,2,ba,--,sqft,111 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,CRE
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""77th Ave, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""77th Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.71987,""longitude"":-73.82323},""url"":""/homedetails/77th-Ave-Flushing-NY-11367/2084169057_zpid/""}",https://www.zillow.com/homedetails/77th-Ave-Flushing-NY-11367/2084169057_zpid/,"77th Ave, Flushing, NY 11367",Apartment for rent,"$1,700/mo",1,bd,1,ba,--,sqft,112 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Scope Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Horace Harding Expy, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Horace Harding Expy"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73435,""longitude"":-73.86057},""url"":""/homedetails/Horace-Harding-Expy-Corona-NY-11368/2084186483_zpid/""}",https://www.zillow.com/homedetails/Horace-Harding-Expy-Corona-NY-11368/2084186483_zpid/,"Horace Harding Expy, Corona, NY 11368",Apartment for rent,"$1,495/mo",Studio,ba,1,sqft,--,,114 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Gotham Properties Real Estate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""57th Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""57th Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73742,""longitude"":-73.86317},""url"":""/homedetails/57th-Ave-Corona-NY-11368/2084186481_zpid/""}",https://www.zillow.com/homedetails/57th-Ave-Corona-NY-11368/2084186481_zpid/,"57th Ave, Corona, NY 11368",Apartment for rent,"$2,395/mo",1,bd,1,ba,--,sqft,114 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Gotham Properties Real Estate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""57th Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""57th Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74896,""longitude"":-73.85448},""url"":""/homedetails/57th-Ave-Corona-NY-11368/2084186479_zpid/""}",https://www.zillow.com/homedetails/57th-Ave-Corona-NY-11368/2084186479_zpid/,"57th Ave, Corona, NY 11368",Apartment for rent,"$2,635/mo",2,bds,1,ba,--,sqft,114 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Gotham Properties Real Estate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""16419 75th Rd, Flushing, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""16419 75th Rd"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726527,""longitude"":-73.804165},""url"":""/homedetails/16419-75th-Rd-Flushing-NY-11366/32075545_zpid/""}",https://www.zillow.com/homedetails/16419-75th-Rd-Flushing-NY-11366/32075545_zpid/,"16419 75th Rd, Flushing, NY 11366",House for rent,"$2,300/mo",3,bds,1,ba,"1,200",sqft,115 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,EXP Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14126 77th Ave Fl 1st, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14126 77th Ave FL 1ST"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72125,""longitude"":-73.82152},""url"":""/homedetails/14126-77th-Ave-FL-1ST-Flushing-NY-11367/2084212800_zpid/""}",https://www.zillow.com/homedetails/14126-77th-Ave-FL-1ST-Flushing-NY-11367/2084212800_zpid/,"14126 77th Ave FL 1ST, Flushing, NY 11367",Apartment for rent,"$1,800/mo",1,bd,1,ba,700,sqft,115 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10852 43rd Ave, Flushing, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,821""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10852 43rd Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.749046,""longitude"":-73.855734},""url"":""/homedetails/10852-43rd-Ave-Flushing-NY-11368/31976092_zpid/""}",https://www.zillow.com/homedetails/10852-43rd-Ave-Flushing-NY-11368/31976092_zpid/,"10852 43rd Ave, Flushing, NY 11368",House for rent,"$2,600/mo",3,bds,2,ba,"2,821",sqft,118 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Chase global realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Colden St, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Colden St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74975,""longitude"":-73.82229},""url"":""/homedetails/Colden-St-Flushing-NY-11355/2084269755_zpid/""}",https://www.zillow.com/homedetails/Colden-St-Flushing-NY-11355/2084269755_zpid/,"Colden St, Flushing, NY 11355",Apartment for rent,"$2,207/mo",2,bds,1,ba,--,sqft,119 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Scope Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6636 Yellowstone Blvd Apt 28k, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6636 Yellowstone Blvd APT 28K"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72915,""longitude"":-73.84944},""url"":""/homedetails/6636-Yellowstone-Blvd-APT-28K-Forest-Hills-NY-11375/219851039_zpid/""}",https://www.zillow.com/homedetails/6636-Yellowstone-Blvd-APT-28K-Forest-Hills-NY-11375/219851039_zpid/,"6636 Yellowstone Blvd APT 28K, Forest Hills, NY 11375",Apartment for rent,"$2,300/mo",1,bd,1,ba,850,sqft,121 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Douglas Elliman
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6936 174th St, Flushing, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,768""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6936 174th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731829,""longitude"":-73.796205},""url"":""/homedetails/6936-174th-St-Flushing-NY-11365/32074922_zpid/""}",https://www.zillow.com/homedetails/6936-174th-St-Flushing-NY-11365/32074922_zpid/,"6936 174th St, Flushing, NY 11365",House for rent,"$3,300/mo",3,bds,1.5,ba,"1,768",sqft,121 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Julia Shildkret Real Estate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7518 176th St, Flushing, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7518 176th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.727646,""longitude"":-73.794077},""url"":""/homedetails/7518-176th-St-Flushing-NY-11366/32076191_zpid/""}",https://www.zillow.com/homedetails/7518-176th-St-Flushing-NY-11366/32076191_zpid/,"7518 176th St, Flushing, NY 11366",House for rent,"$4,300/mo",4,bds,2.5,ba,"1,200",sqft,121 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,CENTURY 21 American Homes
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153rd St, Kew Gardens Hills, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153rd St"",""addressLocality"":""Kew Gardens Hills"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72394,""longitude"":-73.81288},""url"":""/homedetails/153rd-St-Kew-Gardens-Hills-NY-11367/2084308420_zpid/""}",https://www.zillow.com/homedetails/153rd-St-Kew-Gardens-Hills-NY-11367/2084308420_zpid/,"153rd St, Kew Gardens Hills, NY 11367",Apartment for rent,"$2,204/mo",1,bd,1,ba,--,sqft,122 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Hillel Realty Group
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""168th St, Fresh Meadows, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,600""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""168th St"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72742,""longitude"":-73.80194},""url"":""/homedetails/168th-St-Fresh-Meadows-NY-11366/2084315788_zpid/""}",https://www.zillow.com/homedetails/168th-St-Fresh-Meadows-NY-11366/2084315788_zpid/,"168th St, Fresh Meadows, NY 11366",Apartment for rent,"$3,200/mo",3,bds,1.5,ba,"1,600",sqft,123 days ago,"https://maps.googleapis.com/maps/api/streetview?location=40.727420,-73.801940&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=QOv_lTCWJ5jRH9vGLhTrRZq-W9k=",Save this home,Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Grand Central Pkwy, Jamaica, NY 11432"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Grand Central Pkwy"",""addressLocality"":""Jamaica"",""addressRegion"":""NY"",""postalCode"":""11432""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7197,""longitude"":-73.7945},""url"":""/homedetails/Grand-Central-Pkwy-Jamaica-NY-11432/2084334595_zpid/""}",https://www.zillow.com/homedetails/Grand-Central-Pkwy-Jamaica-NY-11432/2084334595_zpid/,"Grand Central Pkwy, Jamaica, NY 11432",Apartment for rent,"$2,600/mo",3,bds,1,ba,--,sqft,124 days ago,"https://maps.googleapis.com/maps/api/streetview?location=40.719700,-73.794500&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=-ur_0inS10pZt8VrALx8QC2iI4U=",Save this home,Storm Living
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10510 66th Ave Apt 3c, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""670""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10510 66th Ave APT 3C"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72966,""longitude"":-73.85024},""url"":""/homedetails/10510-66th-Ave-APT-3C-Forest-Hills-NY-11375/81859354_zpid/""}",https://www.zillow.com/homedetails/10510-66th-Ave-APT-3C-Forest-Hills-NY-11375/81859354_zpid/,"10510 66th Ave APT 3C, Forest Hills, NY 11375",Apartment for rent,"$1,700/mo",1,bd,1,ba,670,sqft,125 days ago,https://photos.zillowstatic.com/p_e/ISql1tg00npqya0000000000.jpg,Save this home,Bold Realty Corp
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153rd St, Kew Gardens Hills, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,152""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153rd St"",""addressLocality"":""Kew Gardens Hills"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72494,""longitude"":-73.81468},""url"":""/homedetails/153rd-St-Kew-Gardens-Hills-NY-11367/2105475796_zpid/""}",https://www.zillow.com/homedetails/153rd-St-Kew-Gardens-Hills-NY-11367/2105475796_zpid/,"153rd St, Kew Gardens Hills, NY 11367",Apartment for rent,"$4,025/mo",3,bds,2.5,ba,"1,152",sqft,127 days ago,https://photos.zillowstatic.com/p_e/ISegh8nrbkqyfv0000000000.jpg,Save this home,Hillel Realty Group
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7024 167th St # 2, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7024 167th St # 2"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.730888,""longitude"":-73.802581},""url"":""/homedetails/7024-167th-St-2-Fresh-Meadows-NY-11365/2084455245_zpid/""}",https://www.zillow.com/homedetails/7024-167th-St-2-Fresh-Meadows-NY-11365/2084455245_zpid/,"7024 167th St # 2, Fresh Meadows, NY 11365",Apartment for rent,"$2,700/mo",3,bds,2,ba,--,sqft,132 days ago,https://photos.zillowstatic.com/p_e/IS23rpcjjtw7141000000000.jpg,Save this home,Magic Of Great Neck Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""77th Rd, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""77th Rd"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72262,""longitude"":-73.81219},""url"":""/homedetails/77th-Rd-Flushing-NY-11367/2084474631_zpid/""}",https://www.zillow.com/homedetails/77th-Rd-Flushing-NY-11367/2084474631_zpid/,"77th Rd, Flushing, NY 11367",Apartment for rent,"$2,800/mo",3,bds,1,ba,"1,000",sqft,134 days ago,https://photos.zillowstatic.com/p_e/ISyzpb9v67t9n01000000000.jpg,Save this home,Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""77th Rd, Fresh Meadows, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""77th Rd"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72319,""longitude"":-73.80216},""url"":""/homedetails/77th-Rd-Fresh-Meadows-NY-11366/2084547996_zpid/""}",https://www.zillow.com/homedetails/77th-Rd-Fresh-Meadows-NY-11366/2084547996_zpid/,"77th Rd, Fresh Meadows, NY 11366",Apartment for rent,"$3,000/mo",4,bds,2,ba,--,sqft,138 days ago,https://photos.zillowstatic.com/p_e/ISzbzennyawfck1000000000.jpg,Save this home,Highline Residential
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Colden St, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,003""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Colden St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.749879,""longitude"":-73.822389},""url"":""/homedetails/Colden-St-Flushing-NY-11355/2095813558_zpid/""}",https://www.zillow.com/homedetails/Colden-St-Flushing-NY-11355/2095813558_zpid/,"Colden St, Flushing, NY 11355",Apartment for rent,"$2,395/mo",2,bds,2,ba,"1,003",sqft,138 days ago,https://photos.zillowstatic.com/p_e/ISibco1mrbzz190000000000.jpg,Save this home,Scope Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153rd St, Kew Gardens Hills, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153rd St"",""addressLocality"":""Kew Gardens Hills"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72494,""longitude"":-73.81468},""url"":""/homedetails/153rd-St-Kew-Gardens-Hills-NY-11367/2084567417_zpid/""}",https://www.zillow.com/homedetails/153rd-St-Kew-Gardens-Hills-NY-11367/2084567417_zpid/,"153rd St, Kew Gardens Hills, NY 11367",Apartment for rent,"$1,950/mo",Studio,ba,1,sqft,--,,139 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Hillel Realty Group
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153rd St, Kew Gardens Hills, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153rd St"",""addressLocality"":""Kew Gardens Hills"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72494,""longitude"":-73.81468},""url"":""/homedetails/153rd-St-Kew-Gardens-Hills-NY-11367/2084567413_zpid/""}",https://www.zillow.com/homedetails/153rd-St-Kew-Gardens-Hills-NY-11367/2084567413_zpid/,"153rd St, Kew Gardens Hills, NY 11367",Apartment for rent,"$2,827/mo",2,bds,2,ba,--,sqft,139 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Hillel Realty Group
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""174th St, Flushing, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":5,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""174th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72892,""longitude"":-73.79498},""url"":""/homedetails/174th-St-Flushing-NY-11366/2084618850_zpid/""}",https://www.zillow.com/homedetails/174th-St-Flushing-NY-11366/2084618850_zpid/,"174th St, Flushing, NY 11366",Apartment for rent,"$4,400/mo",5,bds,3,ba,--,sqft,143 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Storm Living
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153rd St, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153rd St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72494,""longitude"":-73.81468},""url"":""/homedetails/153rd-St-Flushing-NY-11367/2084632330_zpid/""}",https://www.zillow.com/homedetails/153rd-St-Flushing-NY-11367/2084632330_zpid/,"153rd St, Flushing, NY 11367",Apartment for rent,"$4,025/mo",3,bds,2.5,ba,--,sqft,143 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Hillel Realty Group
